Outlet_ID,Cuisine_Type,Location_Type,Average_Daily_Customers,Average_Bill_Value,Delivery_Order_Percentage,Seating_Capacity,Employee_Count,Promotion_Spend,Customer_Rating,Monthly_Revenue
1876,North Indian,Airport,89.1,721.57,98.09,53.6,5,34960.17,1.71,184918.13
1877,Italian,High Street,474.7,1244.09,41.63,48.5,38,2958.28,3.59,345774.55
1878,Continental,Food Court,203.8,266.67,80.14,142.2,22,67987.48,3.41,175487.32
1879,Fast Food,Food Court,300.8,781.46,31.0,135.9,27,55436.17,4.42,264581.69
1880,Italian,High Street,306.2,971.59,60.01,25.6,31,70508.16,1.28,288996.9
1881,Italian,Food Court,385.8,630.3,86.78,32.2,37,26252.76,3.63,271660.61
1882,Fast Food,Mall,61.2,1479.68,57.3,137.6,21,1148.18,1.82,257090.61
1883,South Indian,High Street,424.6,607.97,24.16,37.6,4,19554.84,3.87,262572.44
1884,Italian,Mall,246.1,1421.91,6.64,146.6,25,35887.83,3.11,346010.2
1885,Chinese,Mall,295.5,1247.03,96.89,92.0,15,14135.91,1.74,330118.86
1886,Continental,Mall,53.1,738.93,27.47,100.4,32,7124.07,2.78,156530.1
1887,North Indian,High Street,267.6,1399.14,52.06,81.0,19,99448.35,2.89,367247.38
1888,Italian,Food Court,389.2,1026.88,2.55,97.6,31,80144.33,2.96,318042.15
1889,South Indian,Standalone,469.6,1017.74,49.92,44.5,30,55727.76,2.41,340024.91
1890,Continental,Airport,169.5,945.36,8.96,88.4,5,27282.84,3.11,229918.02
1891,Chinese,Mall,209.8,1055.67,84.64,116.3,23,34638.47,4.18,292937.46
1892,Chinese,Airport,373.6,1496.74,97.86,97.6,21,59493.02,3.46,390667.41
1893,Continental,Food Court,461.2,331.56,49.56,123.4,26,98841.68,2.96,267610.35
1894,North Indian,Food Court,494.8,1246.44,0.81,112.8,24,62046.8,2.97,387801.38
1895,Fast Food,High Street,183.1,1139.15,97.89,13.7,25,80093.77,3.07,282023.21
1896,Chinese,Mall,171.0,1479.69,35.16,124.5,4,50542.09,3.06,333713.3
1897,Italian,Airport,53.2,835.75,89.75,89.1,16,57713.05,4.09,202808.75
1898,Fast Food,Airport,159.9,521.57,80.93,67.6,15,25681.92,2.59,169794.97
1899,North Indian,Standalone,428.0,1448.52,76.3,66.6,20,61526.92,1.67,399880.75
1900,Chinese,High Street,193.1,1465.31,47.56,63.2,33,49247.06,4.91,324128.9
1901,Continental,Airport,145.5,506.42,8.32,130.0,5,65115.25,2.75,173534.38
1902,Fast Food,Food Court,182.2,1392.85,6.32,113.5,33,49247.06,1.01,309075.76
1903,Chinese,High Street,149.1,1330.46,30.24,55.3,11,59261.58,1.71,286773.13
1904,Chinese,Airport,359.8,1382.26,49.21,85.3,21,87819.08,1.02,376242.08
1905,Chinese,Food Court,151.8,677.52,51.55,48.2,11,20129.93,4.39,186532.08
1906,Fast Food,Airport,71.2,1410.83,35.4,78.8,34,12760.23,1.9,281636.92
1907,Chinese,Airport,234.9,880.63,35.12,19.7,37,61625.28,4.29,261990.56
1908,Chinese,High Street,358.9,1274.83,34.15,39.8,21,9666.48,2.32,336500.93
1909,Continental,Airport,164.1,1153.45,93.91,73.0,21,29314.05,2.86,260040.41
1910,North Indian,Food Court,189.2,1086.07,49.92,108.0,23,13930.59,1.77,258045.36
1911,North Indian,Standalone,202.7,889.0,58.46,97.5,29,23950.77,1.62,228633.19
1912,Continental,High Street,267.6,1411.26,54.21,111.0,21,58992.32,3.33,330372.94
1913,Fast Food,Standalone,150.8,1499.1,6.13,111.4,37,41756.26,2.09,305085.43
1914,North Indian,Mall,314.7,731.17,50.83,132.1,21,49247.06,1.7,272347.32
1915,South Indian,Food Court,206.1,478.76,83.29,48.5,21,89111.67,2.45,217627.66
1916,Italian,Food Court,235.6,1086.73,16.93,109.1,12,3236.85,4.65,264732.35
1917,Continental,Airport,53.3,190.22,2.95,26.8,10,93840.6,4.2,97888.06
1918,Continental,Food Court,462.9,295.52,70.62,103.9,3,84489.01,4.58,257731.32
1919,Continental,Airport,137.6,1109.71,13.47,55.8,40,60067.79,4.57,268211.07
1920,Fast Food,High Street,286.3,1288.46,46.03,77.0,18,67069.58,4.04,344477.42
1921,Continental,High Street,167.3,941.38,65.79,46.7,4,8524.97,1.5,199878.54
1922,North Indian,Airport,368.2,518.27,93.25,111.7,39,49093.17,3.61,252590.1
1923,South Indian,Mall,324.8,921.77,14.84,48.3,5,98686.17,2.76,298802.72
1924,Chinese,High Street,244.5,185.31,94.21,92.5,39,7774.54,3.93,153735.67
1925,South Indian,Airport,321.1,1063.24,73.7,16.5,23,45114.6,1.12,272245.75
1926,Chinese,Standalone,165.1,982.79,49.92,62.7,20,61083.87,4.05,255517.77
1927,Continental,Mall,123.1,943.99,99.67,63.8,12,96368.33,2.31,262203.85
1928,North Indian,Airport,57.2,989.58,70.68,54.5,12,1148.18,1.51,198232.53
1929,Italian,Standalone,341.0,1156.6,89.7,116.0,30,5626.99,1.1,327279.17
1930,North Indian,Food Court,355.2,1349.82,50.61,35.3,3,54531.77,1.37,359885.09
1931,Continental,Mall,112.6,354.47,25.96,12.4,28,39505.68,4.94,125688.78
1932,Italian,Food Court,130.8,452.1,52.31,61.7,13,44827.71,1.14,139702.61
1933,North Indian,Airport,297.4,1298.19,37.52,34.8,21,46830.69,1.55,321405.68
1934,South Indian,Standalone,472.5,662.03,94.26,107.5,9,43264.78,3.31,313849.24
1935,Fast Food,Airport,456.2,495.43,79.33,117.5,13,81235.5,2.07,304194.34
1936,Continental,Airport,324.7,586.31,53.01,149.9,19,77350.68,3.95,270864.92
1937,Italian,Mall,162.3,1041.45,53.15,128.7,20,86809.81,1.47,284003.84
1938,Chinese,High Street,264.4,208.64,0.86,61.0,4,17114.16,2.34,133439.91
1939,Italian,Food Court,294.4,1084.89,71.72,15.4,36,24473.45,1.22,284155.22
1940,South Indian,Airport,203.7,975.33,9.26,17.3,14,28519.57,4.12,236019.09
1941,North Indian,Airport,255.6,1122.14,34.8,63.4,35,84320.64,4.86,335524.23
1942,Chinese,Food Court,361.1,441.77,56.78,36.4,21,54683.65,1.7,217783.21
1943,Fast Food,Mall,360.7,1036.7,31.44,144.4,21,87392.37,1.0,360138.25
1944,North Indian,High Street,424.9,1349.52,33.86,126.7,34,20066.41,4.35,371218.82
1945,Italian,Airport,406.4,749.88,65.03,42.7,25,87199.24,3.26,326736.28
1946,Chinese,Standalone,405.1,685.58,94.09,109.0,10,21999.72,3.37,258754.6
1947,Italian,Airport,458.8,545.2,49.92,124.0,24,81457.87,3.82,302906.55
1948,Chinese,High Street,167.8,397.6,98.16,18.8,37,27885.05,4.57,159847.54
1949,Italian,Food Court,308.0,433.74,18.6,14.8,29,55991.17,2.18,191799.77
1950,Fast Food,Mall,159.9,727.14,63.27,73.6,38,26861.8,1.6,204903.43
1951,Fast Food,High Street,59.0,835.75,53.03,75.5,19,49247.06,3.81,204569.27
1952,South Indian,Food Court,131.2,217.32,22.49,31.2,33,9134.92,1.92,93435.34
1953,South Indian,Standalone,169.3,1444.8,59.16,135.5,37,33455.78,4.46,307170.11
1954,North Indian,High Street,108.7,1438.47,68.66,56.5,14,92534.28,4.39,324969.59
1955,Italian,Food Court,286.2,794.02,71.97,72.2,24,85153.08,4.57,283051.5
1956,Continental,Mall,385.6,1103.09,15.45,76.8,35,71648.69,3.35,352344.95
1957,South Indian,Standalone,131.7,722.31,64.76,117.5,26,30724.23,3.47,209554.25
1958,Chinese,Standalone,53.6,748.92,94.22,47.7,13,90859.36,4.05,208334.96
1959,Continental,High Street,74.5,1311.34,25.62,26.1,28,10926.61,2.49,263589.18
1960,North Indian,Mall,252.6,537.2,49.92,12.6,23,56377.52,4.05,211791.69
1961,Fast Food,Standalone,497.5,1202.3,88.02,120.8,22,15031.16,3.71,375456.96
1962,South Indian,Mall,254.0,602.69,46.11,134.1,4,27188.42,2.36,195711.64
1963,Continental,Standalone,250.4,823.98,33.31,62.3,11,95488.3,4.44,267652.38
1964,Chinese,Standalone,372.5,1475.57,1.68,35.3,37,4963.09,4.53,353209.03
1965,Fast Food,Airport,335.7,728.7,5.99,101.3,21,54917.65,3.43,271294.18
1966,South Indian,Food Court,194.7,721.78,86.07,114.5,5,67037.59,1.85,238324.94
1967,North Indian,Food Court,154.1,382.67,99.45,39.0,27,56355.16,3.26,162158.55
1968,Italian,Airport,197.7,1183.63,80.3,41.7,5,70504.45,2.8,301106.18
1969,Continental,Food Court,161.3,1081.26,82.22,143.6,6,69424.7,2.96,290500.78
1970,North Indian,Food Court,107.5,1429.62,25.23,107.9,31,95376.94,4.77,342782.92
1971,North Indian,Standalone,262.5,863.11,3.79,69.4,20,91987.67,2.89,280065.79
1972,North Indian,Mall,439.8,174.8,49.87,17.3,17,75152.16,2.14,223632.97
1973,Fast Food,Mall,205.4,1137.15,67.7,51.3,21,30056.39,1.54,274804.99
1974,North Indian,Airport,248.3,513.71,11.05,47.3,11,74827.54,2.23,206293.59
1975,South Indian,Standalone,93.6,920.84,62.26,89.2,23,53960.47,4.5,239615.72
1976,Continental,High Street,434.8,579.55,6.02,81.5,19,2873.97,2.33,222117.51
1977,Chinese,High Street,470.5,1307.21,39.53,32.6,14,48858.61,3.84,379285.31
1978,North Indian,Standalone,61.5,1127.39,85.92,143.6,22,35308.12,1.41,237769.39
1979,Continental,Standalone,332.1,1095.61,28.46,51.5,20,33259.61,1.81,305462.21
1980,Fast Food,Standalone,251.8,289.56,3.06,127.0,39,86243.81,2.32,200734.43
1981,North Indian,Mall,288.2,238.96,86.58,112.0,36,8893.52,3.48,167779.76
1982,Italian,Airport,390.4,820.14,62.0,35.9,8,91322.62,3.03,275743.65
1983,Italian,Airport,261.9,152.16,71.11,78.6,27,1148.18,2.01,132643.54
1984,Fast Food,Mall,365.5,609.93,8.14,57.0,36,1152.1,2.96,232077.26
1985,Chinese,Airport,175.2,292.99,50.64,118.3,36,64157.0,3.42,169307.41
1986,Continental,High Street,227.0,1142.05,26.88,122.2,34,81395.48,4.46,319386.67
1987,Italian,Airport,494.5,1240.17,90.42,88.2,30,51833.08,4.13,397928.7
1988,North Indian,High Street,158.1,246.09,57.98,26.9,23,41016.43,1.72,121773.93
1989,Fast Food,Airport,438.6,546.62,2.31,52.9,10,9728.14,1.51,234294.28
1990,North Indian,Airport,288.5,599.49,96.9,128.5,4,68349.66,4.92,244279.81
1991,Italian,Airport,468.5,1273.87,30.0,89.2,8,56394.61,4.16,423174.88
1992,North Indian,High Street,281.3,796.17,64.5,137.2,27,8818.01,4.13,254583.85
1993,South Indian,Mall,249.9,496.83,72.36,141.2,15,94638.18,2.2,227832.08
1994,Fast Food,High Street,267.6,836.28,0.73,53.9,8,55334.28,1.71,239459.06
1995,Fast Food,Airport,478.1,1180.86,3.49,96.5,30,96086.28,3.74,392281.52
1996,South Indian,Airport,334.0,1156.95,64.3,76.8,26,21091.66,4.83,317671.91
1997,Continental,Mall,224.9,1360.28,33.3,69.6,12,92383.44,4.3,361740.84
1998,Chinese,Standalone,419.1,676.62,66.55,55.7,9,31774.76,4.61,275060.01
1999,Fast Food,Food Court,196.2,1172.21,14.87,134.7,17,62463.56,1.88,283761.38
2000,North Indian,Airport,355.6,1179.3,79.83,92.6,31,76516.96,1.06,380980.24
2001,Chinese,Standalone,234.7,1132.21,26.24,26.1,7,92648.11,2.12,300935.47
2002,Italian,Standalone,432.0,556.88,74.27,85.3,18,59507.89,3.43,285087.9
2003,Italian,Standalone,228.5,1141.32,20.68,145.7,9,88601.9,1.52,299028.18
2004,North Indian,Standalone,338.7,1458.75,15.26,145.6,24,9058.8,1.65,356334.6
2005,Chinese,Food Court,72.7,639.39,94.03,149.4,14,33116.58,2.43,178327.49
2006,North Indian,High Street,336.7,577.95,66.8,49.2,39,65411.75,2.96,232638.86
2007,South Indian,Mall,75.0,1406.71,4.98,23.9,6,49247.06,4.17,292680.61
2008,Chinese,Food Court,498.0,387.31,41.27,99.5,5,19663.2,2.38,255737.16
2009,North Indian,Standalone,143.1,1219.73,75.11,108.8,19,18271.31,1.42,265178.11
2010,South Indian,Food Court,485.5,382.43,61.61,54.5,14,88959.06,1.52,259896.36
2011,Fast Food,Standalone,498.5,1307.98,25.61,47.0,29,50554.11,3.39,399085.63
2012,Italian,High Street,272.1,1474.53,81.57,125.7,21,73296.97,1.72,378053.58
2013,North Indian,Mall,329.9,282.38,97.91,61.0,23,67298.23,4.05,218180.04
2014,Continental,Airport,422.4,1334.5,8.23,145.5,37,33097.87,1.62,374467.23
2015,South Indian,Food Court,168.1,964.6,7.66,12.6,29,97054.23,4.34,267768.12
2016,Fast Food,Mall,56.5,1181.45,13.07,49.1,21,29997.59,3.91,242470.36
2017,Italian,Standalone,304.8,1130.51,54.95,66.2,4,74933.52,4.95,333856.73
2018,North Indian,Airport,364.7,1428.5,25.6,108.7,14,74756.62,2.61,366338.06
2019,Italian,Standalone,267.6,490.74,11.45,51.9,38,49990.8,2.83,209884.02
2020,Chinese,Airport,287.6,288.0,11.48,26.0,39,30640.84,1.15,173230.24
2021,North Indian,High Street,186.9,854.87,78.03,15.1,4,2406.7,4.5,245638.69
2022,Fast Food,Airport,267.6,1113.77,49.92,55.9,26,76759.51,4.35,301847.96
2023,Continental,Food Court,101.6,891.73,3.03,113.2,10,50785.01,4.42,215418.12
2024,Fast Food,High Street,265.4,880.02,77.91,24.0,17,84122.62,2.64,263020.04
2025,Continental,Food Court,343.5,827.46,44.11,113.6,30,60524.08,2.58,296434.83
2026,Italian,Airport,111.7,218.65,7.01,39.1,35,37330.5,1.74,100536.38
2027,Continental,Food Court,492.0,1315.01,64.58,10.4,5,71578.77,1.96,434073.79
2028,Fast Food,Standalone,281.0,370.2,9.49,26.6,12,38372.68,2.17,164344.22
2029,Italian,Food Court,250.0,941.72,46.1,146.7,31,27132.3,2.18,250049.61
2030,Fast Food,High Street,73.7,586.15,49.92,59.8,10,17014.8,1.4,136965.37
2031,Chinese,High Street,112.7,1240.45,64.95,96.1,26,39072.91,1.54,253372.33
2032,South Indian,Standalone,493.2,1242.65,72.67,79.1,18,17953.93,3.99,389994.07
2033,Continental,High Street,224.4,1209.76,41.64,149.1,28,9105.39,1.53,263384.7
2034,Continental,Food Court,190.4,432.71,59.86,122.0,38,24095.2,2.92,173830.33
2035,Continental,Mall,329.1,1021.78,90.4,137.2,29,18097.96,3.33,279877.27
2036,Fast Food,High Street,132.1,532.05,45.5,71.7,35,52537.13,2.28,173209.3
2037,Continental,Standalone,271.4,666.35,50.56,145.8,23,28894.34,2.85,244267.56
2038,North Indian,High Street,108.1,547.71,83.98,74.9,23,69410.75,3.82,189194.73
2039,Fast Food,Food Court,443.3,169.62,27.11,81.0,21,76333.96,3.42,215590.95
2040,North Indian,Standalone,87.1,1213.36,85.03,43.1,16,72082.52,2.22,273631.93
2041,Italian,Standalone,252.5,251.52,47.05,110.1,8,53115.26,1.27,165135.38
2042,Chinese,Standalone,107.2,676.89,72.21,131.9,32,59569.35,4.27,211696.02
2043,Chinese,Airport,131.9,817.11,1.92,20.1,36,16313.99,2.06,175529.78
2044,Continental,Airport,190.9,1021.55,91.42,81.0,28,13334.25,2.41,260260.76
2045,Chinese,High Street,202.4,539.07,25.26,96.7,40,95705.63,4.9,195366.33
2046,North Indian,High Street,441.3,791.65,30.44,13.8,21,23765.78,3.01,273868.5
2047,Fast Food,Standalone,357.7,852.25,57.91,128.7,17,58589.23,3.85,296238.48
2048,Italian,Mall,193.2,505.16,41.99,63.6,25,86104.09,2.97,209431.59
2049,South Indian,Mall,307.3,709.34,83.53,72.1,4,58973.76,2.39,258012.31
2050,North Indian,Mall,482.7,950.53,38.58,48.9,36,97281.29,4.71,350735.25
2051,South Indian,Airport,357.2,416.56,91.83,15.0,35,5083.27,2.1,197093.03
2052,Italian,High Street,71.6,326.11,63.14,63.8,36,32389.6,4.25,124070.11
2053,North Indian,Mall,126.1,824.57,49.92,100.3,35,97371.29,3.97,246254.76
2054,Continental,Airport,420.1,1040.13,7.05,94.0,32,34133.46,4.45,317568.14
2055,North Indian,High Street,302.8,412.64,97.83,20.9,14,13977.7,4.65,189792.57
2056,Fast Food,High Street,168.1,1081.73,93.84,63.3,22,99448.35,4.62,311379.7
2057,Italian,Food Court,132.3,1064.09,89.38,36.6,14,97346.89,1.57,270542.26
2058,South Indian,Food Court,326.5,835.75,58.5,48.8,20,64808.71,1.6,279552.09
2059,North Indian,Airport,389.2,595.92,30.86,148.1,26,43904.33,1.66,283070.56
2060,Fast Food,Mall,314.4,901.59,78.65,129.6,36,27402.07,2.87,269992.47
2061,Fast Food,Standalone,110.3,425.1,83.1,50.9,39,32909.78,1.41,139050.09
2062,Continental,Mall,275.0,1100.75,34.3,44.4,25,23064.85,4.16,294004.16
2063,South Indian,Airport,380.2,1315.8,2.63,55.3,21,56458.41,3.83,347398.62
2064,Italian,Food Court,101.7,306.84,90.77,106.7,22,35145.48,1.7,130188.78
2065,Fast Food,Standalone,460.3,1463.5,49.92,44.4,29,82265.63,2.16,414443.35
2066,Italian,Food Court,189.8,1060.17,27.37,14.2,18,78797.03,1.61,266770.81
2067,North Indian,Mall,147.6,1386.51,63.74,40.7,15,1148.18,3.21,295039.02
2068,South Indian,Standalone,74.9,835.75,5.93,81.0,26,3919.68,1.38,173087.64
2069,Continental,High Street,442.7,235.3,25.48,82.4,7,47801.83,3.74,220731.63
2070,South Indian,Standalone,376.4,397.28,99.05,26.8,6,3866.18,1.17,190366.91
2071,Chinese,Mall,415.9,378.69,9.66,96.5,9,69894.24,3.13,224318.85
2072,South Indian,Standalone,336.7,1439.34,41.57,52.3,17,34864.45,1.95,315212.61
2073,North Indian,Standalone,451.1,970.09,54.6,34.1,8,49725.72,2.84,318672.06
2074,Fast Food,Mall,192.1,1237.82,65.88,34.5,38,8487.67,4.26,295031.92
2075,Continental,High Street,99.5,936.18,36.83,129.5,4,4472.58,3.86,206507.87
2076,North Indian,Mall,396.0,719.47,25.87,121.0,33,30967.02,4.41,273643.62
2077,Continental,High Street,160.8,179.3,33.9,15.4,3,38793.05,1.22,105959.29
2078,North Indian,Food Court,400.3,385.86,96.6,95.7,6,62676.95,4.54,242089.44
2079,Chinese,Food Court,249.8,747.98,59.86,98.8,31,12282.65,2.49,230179.14
2080,North Indian,Standalone,467.6,1231.57,5.43,41.9,6,8006.37,3.1,353896.68
2081,Fast Food,High Street,459.8,766.87,82.53,86.1,29,49247.06,2.16,298768.87
2082,South Indian,Mall,479.3,1476.23,43.71,64.2,40,81811.25,1.26,437881.37
2083,Fast Food,Standalone,496.4,732.64,49.92,81.0,27,18206.75,3.36,310441.52
2084,Continental,Food Court,307.7,430.52,98.42,72.6,35,36936.01,2.8,212316.71
2085,Italian,High Street,359.3,562.63,45.63,138.2,33,13915.48,2.4,241856.23
2086,South Indian,Food Court,63.0,1161.36,55.49,88.0,32,47661.96,2.09,277017.74
2087,Fast Food,High Street,286.4,1239.15,81.05,131.7,29,97874.79,2.68,361504.64
2088,South Indian,High Street,52.2,152.13,49.92,38.7,5,9438.62,2.21,63786.94
2089,South Indian,High Street,263.5,1458.64,76.75,58.7,40,19078.16,1.22,329355.11
2090,Continental,Food Court,113.2,1189.02,3.22,60.5,5,27930.04,1.81,239463.29
2091,North Indian,High Street,276.2,835.75,92.13,81.0,6,95152.98,2.32,294507.75
2092,North Indian,Mall,291.4,898.07,91.75,44.3,39,20022.39,3.84,274967.28
2093,North Indian,Mall,430.5,286.57,7.36,104.9,38,44378.88,3.0,214080.63
2094,South Indian,High Street,154.6,183.56,87.68,75.5,8,20622.81,4.0,120307.75
2095,North Indian,Airport,400.0,1385.06,46.18,110.8,10,45207.66,3.66,400384.81
2096,Chinese,Standalone,209.5,835.75,16.87,62.2,23,50608.35,1.13,235875.55
2097,South Indian,Mall,388.9,835.75,61.73,81.0,36,78803.5,1.4,326218.79
2098,Fast Food,Standalone,459.4,568.13,8.23,129.1,10,49391.88,2.53,267120.97
2099,Chinese,Mall,436.8,1165.67,16.73,37.8,39,98446.1,2.54,390064.92
2100,South Indian,Standalone,351.2,505.73,89.2,145.3,26,14937.95,4.12,238295.5
2101,Italian,Airport,302.6,1099.32,49.27,26.3,21,70151.98,3.58,301150.06
2102,South Indian,Mall,388.8,1057.91,50.72,90.0,33,88750.93,4.67,361052.26
2103,Italian,Mall,167.3,369.75,89.54,15.5,33,74259.32,3.87,172369.28
2104,North Indian,Airport,213.9,1427.91,42.56,128.8,28,81644.8,2.55,342868.47
2105,Fast Food,High Street,75.1,700.64,65.28,50.8,11,15892.76,1.46,160762.36
2106,South Indian,Food Court,398.1,1396.28,97.38,91.1,11,64744.21,4.37,405654.54
2107,South Indian,Standalone,81.0,1370.91,26.52,25.5,4,88940.61,1.86,270891.32
2108,South Indian,Airport,483.4,1042.84,7.17,141.9,21,99448.35,1.15,393331.22
2109,Italian,Mall,369.6,629.16,49.92,99.1,26,93807.94,1.98,288254.88
2110,North Indian,Airport,173.8,473.61,48.19,48.4,26,80492.67,3.97,185612.93
2111,South Indian,Food Court,230.5,330.28,84.76,109.4,35,14862.69,2.16,158655.11
2112,Fast Food,High Street,406.4,517.52,27.02,56.3,37,78937.61,3.66,265305.67
2113,Fast Food,Mall,180.2,699.97,28.29,95.8,27,13691.96,1.01,187056.78
2114,Italian,Standalone,166.5,1190.9,36.89,42.4,38,19251.7,1.54,263830.36
2115,Italian,High Street,144.7,1499.08,79.51,101.8,16,27789.44,4.1,315435.24
2116,South Indian,Airport,205.6,1465.37,28.8,146.8,7,57515.53,5.0,319719.47
2117,Fast Food,Standalone,472.4,627.33,7.78,107.3,8,34664.37,4.86,272980.82
2118,Italian,High Street,428.0,1466.86,73.14,81.0,31,36443.62,3.12,398153.45
2119,Chinese,High Street,276.7,463.97,72.16,145.3,34,5833.98,1.0,198897.36
2120,South Indian,Food Court,137.8,1339.9,58.1,57.0,34,19320.45,1.24,270960.68
2121,North Indian,High Street,211.4,1362.16,52.02,100.7,32,49177.41,4.61,355550.98
2122,Continental,High Street,267.6,803.2,8.71,51.6,20,84598.89,3.3,241508.92
2123,Italian,High Street,212.4,434.75,65.52,56.1,33,73712.41,2.86,211313.16
2124,Continental,Standalone,253.4,957.55,77.23,20.4,7,74860.17,3.21,280305.96
2125,Italian,Airport,188.5,244.64,40.04,66.4,14,42695.44,2.46,143540.71
2126,Fast Food,Standalone,70.8,1243.99,36.07,120.6,18,20666.1,3.18,249164.7
2127,North Indian,High Street,360.1,566.94,91.28,72.4,13,96965.97,2.82,289364.89
2128,South Indian,High Street,220.2,932.68,21.72,87.2,38,14527.61,4.7,242025.25
2129,South Indian,Food Court,151.7,155.28,12.61,147.8,24,47539.74,1.27,112216.48
2130,Chinese,Mall,289.0,1117.57,33.6,120.6,18,62957.0,3.41,333213.5
2131,South Indian,Mall,418.7,1323.31,58.81,108.4,39,42565.34,2.5,381297.23
2132,Chinese,Standalone,67.1,725.27,51.34,52.7,38,36380.21,4.53,182423.18
2133,Chinese,Airport,253.1,1331.23,50.64,34.6,25,16287.22,2.23,323725.61
2134,South Indian,Standalone,447.2,332.58,31.74,57.5,39,23691.51,2.06,212577.28
2135,Continental,Airport,270.4,156.36,6.95,46.6,34,94796.09,3.59,178293.35
2136,North Indian,Mall,484.2,360.12,70.43,81.0,26,46861.6,3.84,251768.89
2137,North Indian,Food Court,407.3,1105.47,62.73,130.5,17,79668.36,4.87,365896.66
2138,Chinese,Mall,69.4,1131.81,17.47,53.6,28,84494.95,4.49,258504.18
2139,Italian,Standalone,280.8,887.63,55.47,75.3,9,94952.14,2.96,276888.14
2140,North Indian,Mall,302.9,1230.9,80.61,70.3,15,17577.25,3.08,305698.29
2141,Chinese,High Street,267.6,1155.21,96.46,136.7,34,81708.04,4.53,366552.85
2142,North Indian,Food Court,453.1,1451.98,50.92,76.5,38,73599.44,1.37,435814.13
2143,South Indian,Standalone,457.1,628.11,44.8,74.8,8,70628.88,1.27,286844.47
2144,Fast Food,Standalone,55.8,1448.96,90.46,132.8,25,6775.73,2.98,283533.38
2145,Chinese,Mall,66.2,1123.65,56.2,42.3,30,64363.28,3.07,246802.62
2146,North Indian,Food Court,129.7,1048.87,28.76,12.7,27,96192.48,2.88,280489.8
2147,Italian,Mall,251.4,865.36,46.59,132.4,27,81502.71,2.43,277943.98
2148,South Indian,Airport,350.1,671.31,33.55,117.3,6,53630.85,4.69,264117.69
2149,North Indian,Standalone,237.3,168.1,87.18,19.6,31,6635.12,1.82,136473.92
2150,North Indian,Mall,278.1,633.79,37.82,81.0,21,5887.66,1.74,198385.41
2151,Continental,Mall,333.3,331.91,7.47,82.6,28,68024.65,2.96,218275.4
2152,South Indian,Food Court,233.6,471.88,36.78,52.9,20,7010.96,2.04,157584.09
2153,Fast Food,Food Court,136.4,311.85,88.82,21.9,4,87715.98,1.87,167514.43
2154,Italian,Food Court,431.7,202.76,25.26,148.1,37,60858.16,1.47,218549.31
2155,North Indian,Airport,319.0,992.35,16.22,73.4,38,14521.17,3.29,276313.47
2156,Chinese,Food Court,77.4,469.06,61.56,85.7,31,56197.52,5.0,149766.57
2157,Continental,Airport,381.8,899.01,0.11,63.2,23,98702.31,2.8,311708.64
2158,North Indian,Airport,291.7,610.38,7.88,134.3,14,29835.36,4.1,212209.53
2159,South Indian,Mall,272.0,623.5,87.85,21.3,25,46957.7,4.6,228213.31
2160,South Indian,Standalone,275.3,474.92,43.24,27.0,26,52742.78,4.89,206543.9
2161,Continental,Standalone,253.5,585.31,84.14,118.6,25,23291.46,4.93,229367.73
2162,Fast Food,Standalone,203.6,815.93,15.3,51.8,37,96451.52,4.65,260761.54
2163,North Indian,Mall,180.7,1040.09,74.33,149.3,18,63043.45,4.9,289099.43
2164,South Indian,Airport,128.0,788.54,11.36,125.0,32,63332.71,3.95,207783.22
2165,North Indian,Airport,446.9,739.01,71.2,103.4,24,43620.88,4.83,296312.53
2166,Chinese,Airport,84.9,835.75,58.91,88.3,23,7519.28,4.35,206568.36
2167,North Indian,High Street,316.9,935.52,89.08,22.9,13,47032.38,2.66,278565.47
2168,South Indian,Mall,373.7,802.75,49.92,44.3,21,1183.28,1.46,269472.26
2169,Fast Food,Mall,162.9,484.28,49.92,135.5,16,14000.05,4.96,164210.29
2170,Continental,High Street,71.1,906.54,49.92,16.4,18,39845.13,4.61,202594.48
2171,Italian,Standalone,177.7,292.56,49.67,21.6,10,19595.68,4.14,135944.0
2172,Continental,Standalone,138.9,1239.03,75.84,145.0,32,71041.98,2.15,317192.16
2173,Italian,Standalone,244.4,660.58,85.35,76.6,32,26477.37,2.42,222387.12
2174,North Indian,Mall,123.6,688.41,69.85,68.1,27,53671.86,2.23,195524.26
2175,Continental,High Street,53.1,521.83,18.74,17.0,10,49247.06,1.83,130184.07
2176,Continental,High Street,110.9,840.31,67.75,121.8,17,20508.14,4.89,212637.24
2177,North Indian,Food Court,485.9,384.46,93.32,53.9,8,12211.26,3.38,250045.64
2178,Fast Food,Airport,184.9,299.84,96.92,74.3,9,65784.72,1.47,165372.33
2179,Italian,Airport,329.6,547.87,1.49,59.2,10,91942.13,3.29,248910.9
2180,Continental,High Street,336.0,175.55,68.26,28.1,27,69939.71,1.95,201692.86
2181,North Indian,Food Court,180.1,322.23,25.92,17.5,24,23407.91,1.0,130778.52
2182,Chinese,Standalone,100.8,835.75,78.67,139.7,23,50185.37,3.77,226077.07
2183,Italian,Standalone,413.9,585.05,22.75,88.2,21,81058.73,2.72,263637.94
2184,Italian,Airport,267.6,171.4,47.81,95.4,23,19380.42,3.13,132859.59
2185,Chinese,Standalone,311.5,710.84,62.62,56.7,21,89389.0,4.08,280996.79
2186,North Indian,High Street,390.6,1250.73,92.61,126.1,25,85614.36,1.89,386960.98
